4.3429e-06 0.46537 0.030422 0
4.7641e-06 0.46537 0.031863 0
5.2262e-06 0.28282 0.033372 0
5.733e-06 0.51563 0.034953 0
6.2891e-06 0.35253 0.036609 0
6.899e-06 0.42849 0.038343 0
7.5681e-06 0.87886 0.040159 0
8.3021e-06 0.44509 0.042061 0
9.1073e-06 0.97377 0.044053 0
9.9905e-06 0.66576 0.046139 0
1.0959e-05 0.53946 0.048325 0
1.2022e-05 0.79912 0.050613 0
1.3188e-05 0.28018 0.05301 0
1.4467e-05 0.66407 0.055521 0
1.587e-05 0.93132 0.05815 0
1.741e-05 0.63673 0.060904 0
1.9098e-05 0.50305 0.063788 0
2.095e-05 0.59967 0.066809 0
2.2982e-05 0.77175 0.069972 0
2.5211e-05 0.58626 0.073285 0
2.7656e-05 0.66804 0.076755 0
3.0338e-05 0.85257 0.080389 0
3.328e-05 0.86601 0.084195 0
3.6508e-05 0.70848 0.088181 0
4.0049e-05 0.71965 0.092355 0
4.3933e-05 0.65603 0.096726 0
4.8193e-05 0.82804 0.1013 0
5.2867e-05 0.68494 0.1061 0
5.7994e-05 0.79003 0.11112 0
6.3618e-05 0.77826 0.11638 0
6.9788e-05 0.7624 0.12188 0
7.6556e-05 0.62743 0.12765 0
8.398e-05 0.82714 0.13369 0
9.2124e-05 0.8262 0.14001 0
0.00010106 0.85553 0.14663 0
0.00011086 0.87987 0.15356 0
0.00012161 0.78993 0.16082 0
0.0001334 0.9195 0.16842 0
0.00014634 0.81296 0.17638 0
0.00016053 0.81473 0.18471 0
0.00017609 0.92313 0.19343 0
0.00019317 0.82239 0.20256 0
0.00021189 0.8787 0.21212 0
0.00023244 0.83916 0.22213 0
0.00025498 0.86348 0.23261 0
0.0002797 0.98261 0.24357 0
0.00030682 0.99686 0.25505 0
0.00033656 0.96141 0.26706 0
0.00036919 0.88041 0.27962 0
0.00040498 0.89742 0.29277 0
0.00044423 0.96939 0.30653 0
0.00048729 0.97767 0.32093 0
0.00053453 0.97828 0.33599 0
0.00058633 1.0656 0.35174 0
0.00064316 1.0116 0.36821 0
0.00070548 1.0404 0.38543 0
0.00077384 0.99902 0.40344 0
0.00084882 1.0655 0.42226 0
0.00093106 1.1148 0.44193 0
0.0010213 1.0893 0.46249 0
0.0011202 1.0859 0.48396 0
0.0012287 1.1388 0.50638 0
0.0013476 1.1175 0.5298 0
0.0014781 1.138 0.55423 0
0.0016212 1.1612 0.57973 0
0.0017781 1.1568 0.60632 0
0.0019502 1.2047 0.63405 0
0.0021389 1.2215 0.66294 0
0.0023457 1.2351 0.69303 0
0.0025726 1.2202 0.72435 0
0.0028213 1.2765 0.75694 0
0.0030939 1.2993 0.79082 0
0.0033928 1.2901 0.82601 0
0.0037205 1.3485 0.86254 0
0.0040796 1.34 0.90042 0
0.0044732 1.3611 0.93967 0
0.0049046 1.3689 0.98027 0
0.0053774 1.4148 1.0222 0
0.0058954 1.4515 1.0656 0
0.0064629 1.4433 1.1102 0
0.0070846 1.4577 1.1561 0
0.0077656 1.5114 1.2032 0
0.0085115 1.5343 1.2515 0
0.0093281 1.5608 1.3008 0
0.010222 1.5847 1.3511 0
0.011201 1.6104 1.4022 0
0.012272 1.6414 1.4539 0
0.013444 1.665 1.506 0
0.014726 1.6913 1.5583 0
0.016128 1.7317 1.6105 0
0.017661 1.743 1.6623 0
0.019336 1.7798 1.7133 0
0.021167 1.7944 1.763 0
0.023166 1.812 1.8111 0
0.025348 1.8419 1.8569 0
0.027729 1.8554 1.8999 0
0.030327 1.8693 1.9394 0
0.033159 1.8842 1.9747 0
0.036244 1.9016 2.0051 0
0.039603 1.8969 2.0296 0
0.043259 1.9018 2.0475 0
0.047234 1.8986 2.0579 0
0.051553 1.8843 2.0599 0
0.056242 1.8745 2.0525 0
0.061329 1.8517 2.035 0
0.066841 1.8164 2.0066 0
0.072808 1.7868 1.9666 0
0.079261 1.7324 1.9146 0
0.086231 1.6664 1.8503 0
0.093751 1.6178 1.7736 0
0.10185 1.5419 1.6849 0
0.11057 1.4635 1.5849 0
0.11994 1.3763 1.4745 0
0.12998 1.2809 1.3553 0
0.14074 1.1822 1.2293 0
0.15225 1.077 1.0986 0
0.16453 0.96692 0.96591 0
0.17761 0.85992 0.83409 0
0.19153 0.75631 0.70606 0
0.20629 0.65319 0.58468 0
0.22193 0.55486 0.47253 0
0.23847 0.46125 0.37178 0
0.25591 0.37469 0.28395 0
0.27427 0.29785 0.20988 0
0.29356 0.2335 0.14962 0
0.31377 0.17622 0.10248 0
0.33492 0.12995 0.067167 0
0.35699 0.093727 0.04193 0
0.37998 0.064386 0.024808 0
0.40387 0.042575 0.013833 0
0.42865 0.026926 0.0072265 0
0.4543 0.016503 0.003513 0
0.4808 0.0095574 0.0015777 0
0.50812 0.0050409 0.00064932 0
0.53624 0.0026146 0.00024275 0
0.56512 0.0013066 8.164e-05 0
0.59474 0.00056623 2.4441e-05 0
0.62507 0.00026655 6.4374e-06 0
0.65607 0.00010703 1.4728e-06 0
0.68771 3.384e-05 2.8865e-07 0
0.71996 1.0016e-05 4.7718e-08 0
0.75278 2.1912e-06 6.5429e-09 0
0.78614 9.9876e-07 7.3052e-10 0
0.82002 0 6.5082e-11 0
0.85437 0 4.5251e-12 NaN
0.88916 0 2.3964e-13 NaN
0.92438 0 9.4114e-15 NaN
0.95999 0 2.6621e-16 NaN
0.99596 0 5.2519e-18 NaN
1.0323 0 6.9769e-20 NaN
1.0689 0 6.0048e-22 NaN
1.1058 0 3.2096e-24 NaN
1.143 0 1.0171e-26 NaN
1.1804 0 1.816e-29 NaN
1.2181 0 1.7278e-32 NaN
1.2559 0 8.2395e-36 NaN
1.294 0 1.8415e-39 NaN
1.3323 0 1.7919e-43 NaN
1.3707 0 7.0027e-48 NaN
1.4092 0 1.0058e-52 NaN
1.4479 0 4.8182e-58 NaN
1.4868 0 6.9192e-64 NaN
1.5257 0 2.65e-70 NaN
1.5648 0 2.3809e-77 NaN
1.6039 0 4.3597e-85 NaN
1.6432 0 1.3942e-93 NaN
1.6825 0 6.5743e-103 NaN
