0.00043408 0.16399 0.087785 0.086375 0.080935 0.062173
0.00046527 0.017955 0.010261 0.0092133 0.0088696 0.0069081
0.0004987 0.017867 0.0095724 0.0042977 0.0020687 0.0053707
0.00053453 0.026045 0.015876 0.010024 0.0067548 0.0070147
0.00057293 0.022354 0.0083314 0.0093514 0.010803 0.0056093
0.00061409 0.018135 0.011227 0.0087242 0.0067189 0.009594
0.0006582 0.020302 0.012086 0.011395 0.0086189 0.011392
0.00070548 0.027622 0.015785 0.012149 0.0073099 0.010628
0.00075616 0.028714 0.01122 0.014168 0.0075016 0.011331
0.00081047 0.01992 0.014393 0.015861 0.0050898 0.0099105
0.00086868 0.021788 0.01831 0.011098 0.01009 0.0073966
0.00093106 0.026305 0.014805 0.019557 0.012182 0.011501
0.00099792 0.031233 0.012749 0.008586 0.018081 0.015021
0.0010696 0.021854 0.018832 0.013517 0.013977 0.0085084
0.0011464 0.022815 0.015258 0.014946 0.013489 0.0070039
0.0012287 0.0394 0.020704 0.013508 0.013004 0.011762
0.0013169 0.029575 0.01328 0.015854 0.013697 0.012598
0.0014114 0.033504 0.018771 0.014032 0.020445 0.012512
0.0015127 0.034934 0.020664 0.02229 0.014646 0.01521
0.0016212 0.031905 0.02516 0.016504 0.014935 0.013529
0.0017375 0.032965 0.020119 0.01786 0.016305 0.015701
0.0018622 0.041802 0.021614 0.020397 0.016317 0.010339
0.0019957 0.036492 0.015654 0.022245 0.019093 0.014737
0.0021389 0.035343 0.025742 0.020503 0.013961 0.014998
0.0022922 0.036367 0.024709 0.017495 0.017292 0.016558
0.0024565 0.041392 0.023698 0.020892 0.017179 0.020016
0.0026326 0.042203 0.022309 0.023551 0.018177 0.016847
0.0028213 0.046854 0.024376 0.019131 0.019693 0.017042
0.0030234 0.050323 0.027114 0.019791 0.017692 0.015369
0.0032399 0.044549 0.029049 0.023574 0.022695 0.018953
0.0034719 0.051952 0.033038 0.026454 0.023542 0.01922
0.0037205 0.047721 0.029686 0.023818 0.020029 0.019796
0.0039867 0.057181 0.030875 0.023961 0.02384 0.020609
0.0042719 0.055163 0.029794 0.025351 0.02176 0.021599
